,artist_name,album_name,release_date,total_tracks
3,Various Artists,Mdt Radio Hits: Los Nº1 De La Emisora Del Remember Mix,2014-06-23,27
4,Various Artists,Dance Hits 90,2014-03-05,16
5,Various Artists,Dj Marta Vol. 5,2012-11-26,53
6,Various Artists,Made In Spain,2011,13
7,Various Artists,Techno Valencia Mix (The History) Back To The 90S,2007,27
8,Various Artists,Sonido De Valencia 1990-1999,1991,31
0,Netzwerk,Last Summer,2021-11-12,2
1,Roberto Target,Passion (25 Yrs Celebration Remix),2019-12-20,1
2,Netzwerk,Just Another Dream (Remixes),2019-11-08,4
6,Netzwerk,Just Another Dream,2019-10-11,3
10,Netzwerk,Dream Remixes,2012-08-15,6
11,Netzwerk,Dream,2012-08-15,4
12,Netzwerk,Generator 7/8,1999-07-26,6
13,Netzwerk,Memories,1995-01-01,5
14,Netzwerk,Memories Remix,1995-01-01,3
15,Netzwerk,Passion Remix,1995-01-01,5
16,Netzwerk,Passion,1994-01-01,5
17,Netzwerk,Breakdown,1993-01-01,3
18,Netzwerk,Send Me An Angel,1992-01-01,3
19,Various Artists,"Die Deutsche Schlagerfabrik, Vol. 1",2022-08-19,44
0,Netzwerk,Memories,1995-01-01,5
1,Netzwerk,Passion Remix,1995-01-01,5
2,Netzwerk,Memories Remix,1995-01-01,3
3,Netzwerk,Passion,1994-01-01,5
0,Newton,Pandora'S Box,2021-12-17,5
1,Newton,Don'T Stop Believin',2021-07-16,27
2,Newton,"Newton'S Carnival, Vol. 1",2019-07-11,16
3,Newton,"Newton'S Carnival, Vol. 2",2019-07-11,16
4,Newton,"Tanto Faz, Mas Quem Me Dera",2018-07-28,8
5,Newton,Roads To Hear,2016-11-17,12
6,Coolcomotion,Immortalized,2015-05-08,8
7,Newton,Saudade,2014-03-17,12
8,Newton,Cologne Citywaves,2010-08-24,11
9,Newton,The Album - Jimmy Fallon Pepsi Comercial Song - 90'S Top Hit,2010-05-14,12
11,Newton,Black Tape 3 : Rétrospective,2020-02-15,6
12,Newton,Vanga Hridoy,2019-10-21,1
13,Newton,Streamline,2014-10-31,3
14,Newton,Streamlie Remixes 95,2010-11-26,3
15,Newton,Stretch - Cd Single,2009-11-16,2
16,Newton,Wanna Dance All Day - Single,2009-10-13,2
18,Newton,After Love Is Gone,2011-03-22,19
19,Various Artists,"Latin Island, Vol. 1",2023-04-28,30
0,Kate Ryan,Electroshock,2012-01-01,14
1,Kate Ryan,Different,2011-07-15,16
2,Kate Ryan,Stronger,2010-06-01,17
3,Kate Ryan,French Connection,2009-01-01,15
4,Kate Ryan,Kate Ryan - French Connection,2009-01-01,17
6,Kate Ryan,Essential,2008-07-04,14
7,Kate Ryan,Free,2008-01-01,13
15,Oliver Heldens,Désenchantée (Oli’S Eurorave Mix),2023-03-10,1
16,Kate Ryan,Wonderful Life,2022-04-14,2
17,Kate Ryan,Runaway (Small Town Boy),2022-04-07,8
19,Kate Ryan,Holiday,2020-06-19,1
0,Kriss,Therapy 2.0,2021-04-01,7
1,Kriss,"Therapy, Vol. 1",2021-02-17,12
2,Kriss,Embè?!,2008-12-23,15
3,Kriss,ხო არ ღადაობ?!,2021-10-29,1
4,Kriss,Stuck On The Grind,2020-05-25,1
5,Kriss,Nostalgie,2020-05-06,1
6,Kriss,Lune Rose,2020-04-17,1
7,Kriss,В Миллионах Огней,2020-01-24,1
8,Kriss,Spaceship,2019-09-19,1
9,Kriss,Savage,2018-11-16,1
10,Kriss,Cohérent,2017-06-28,1
11,Kriss,Утонувший Город,2017-02-24,2
12,Kriss,Abusadora,2016-11-22,1
13,Kriss,Стаи Людей,2016-09-30,2
14,Kriss,Something Good,2016-01-15,1
15,Kriss,Hey Mister Mister,2016-01-08,2
16,Kriss,Game Of Fools,2015-10-19,1
17,Kriss,The Game Of Life,2014-03-14,1
18,Kriss,"Drunk In Love: Tribute T Beyoncé, Martin Garrix",2014-02-05,6
19,Kriss,Tonight (Feat. High Density),2013-07-24,3
0,Digital Transfer,Oh My Life,2020-10-02,1
1,Digital Transfer,Come With Me,2020-09-26,1
2,Digital Transfer,Las Voces De Tu Cabeza,2020-09-05,1
3,Digital Transfer,Stellar Vibrations,2020-07-03,1
4,High Density,1985,2018-12-30,2
5,High Density,Label,2014-11-30,3
6,High Density,Connection,2014-09-30,3
7,High Density,Your Earth,2014-08-18,3
8,High Density,Cancel,2014-08-11,3
9,High Density,Fader,2014-08-11,4
10,High Density,Basta,2014-07-17,3
11,High Density,Label-Fader Remixes,2014-03-07,4
12,High Density,Bases Ep,2003,2
13,High Density,Bad Boys Ep,2002,4
14,Various Artists,Techno Fallas,2023-03-05,14
15,Digital Transfer,"Wicked Tuned New Remixes, Pt. 2",2020-10-09,2
16,Bowie,Poem Without Words Remixes,2020-09-08,3
17,Various Artists,Edm Electro Dance Music 90,2014-07-31,15
18,Various Artists,La Ruta Del Bakalao Vol. 4,2014-07-07,10
19,Various Artists,La Ruta Del Bakalao Vol. 8,2014-07-07,10
0,Pont Aeri,"Pont Aeri, Vol. 4 Ep",2013-02-11,4
1,Pont Aeri,Take A Trip,2001-01-02,2
2,Various Artists,The Best Of Makina,2013,50
3,Various Artists,Makina ¡A Sako!,2000-09-18,21
0,Double You,Studio Live,2021-07-02,14
1,Double You,Life,2011-06-10,15
2,Double You,Forever,1996-01-01,15
3,Double You,The Blue Album,1994-01-01,15
4,Double You,Double Mix,1992-01-01,6
5,Double You,We All Need Love,1992-01-01,11
6,Double You,You'Re Always On The Run,2022-11-09,2
11,Double You,Kylie Jenner,2019-09-20,1
12,Double You,Run To Me [Escomel Remix],2019-05-20,1
13,DJ Meme,Eazy 2 Luv,2019-03-22,1
14,Double You,What Am I Supposed To Do,2019-03-22,1
15,Double You,Dance Anymore (Remixes),2019-02-01,8
16,DJ Ross,Change,2014-04-17,5
18,DJ Ross,Please Don'T Go 2009 (Michel Edit Version),2011-06-29,1
19,DJ Ross,Please Don’T Go 2009 (Popdance Radio),2011-06-29,1
0,Ini Kamoze,Ini Kamoze (Remastered),2017-12-22,9
1,Ini Kamoze,Ini Kamoze Meets Xterminator: Tramplin' Down Babylon,2016-02-19,13
2,Ini Kamoze,Edm,2014-04-05,14
3,Ini Kamoze,Drum And Bass Beat Down Vol. 2,2013-07-09,10
4,Ini Kamoze,Drum And Bass Beat Down Vol. 3,2013-07-09,10
5,Ini Kamoze,Drum And Bass Beat Down Vol. 4,2013-07-09,9
6,Ini Kamoze,Drum And Bass Beat Down Vol. 5,2013-07-09,9
7,Ini Kamoze,Drum And Bass Beat Down Vol. 1,2013-07-08,11
8,Ini Kamoze,5150 Rule,2009-11-19,16
9,Ini Kamoze,Fatis Presents Ini Kamoze,2009-11-10,12
11,Ini Kamoze,Debut,2006-03-07,34
12,Ini Kamoze,Here Comes The Hotstepper,1994,12
13,Ini Kamoze,16 Vibes,1992-05-15,16
14,Ini Kamoze,Shocking Out,1988-06-10,10
16,Ini Kamoze,Statement,1984-07-06,8
17,Ini Kamoze,Ini Kamoze,1984,6
19,Ini Kamoze,Hardware,2022-10-07,3
0,Salaam Remi,Black On Purpose,2020-11-11,17
1,Salaam Remi,Do It For The Culture 2,2020-01-03,25
2,Salaam Remi,Grass Is Greener,2019-04-19,12
3,Black Thought,Streams Of Thought Vol. 2,2018-11-26,9
4,Salaam Remi,One: In The Chamber (Deluxe Edition),2018-06-01,20
5,Sex All Summer,....Makes Love All Winter,2016-10-28,13
6,The Champagne Flutes,Monaco '79,2016-10-28,14
7,Salaam Remi,Sparkle (Original Motion Picture Score),2012,20
8,Salaam Remi,Praguenosis,2009-06-09,12
9,Salaam Remi,Acid Hall Riddim,2000-10-02,8
10,Salaam Remi,Starburst Riddim,1999-10-02,10
11,Marvin Gaye,Save The World Remix Suite,2021-11-19,4
12,Salaam Remi,All I Need Is You,2021-08-12,1
13,Salaam Remi,Until This Day,2020-10-16,1
14,Salaam Remi,Home Vacation (Familyovereverything),2020-09-23,1
15,Salaam Remi,Push Time,2020-09-03,1
16,Salaam Remi,Comin' Outta The Rain,2020-08-28,1
17,Salaam Remi,Black Love,2020-07-31,1
18,Salaam Remi,Is It Because I'M Black,2020-07-09,2
19,Salaam Remi,Emogs,2020-04-03,1
0,2 Brothers On The 4th Floor,Lo Mejor De 2 Brothers On The 4Th Floor,2020-11-19,20
1,2 Brothers On The 4th Floor,Remixes 1,2010-03-19,8
2,2 Brothers On The 4th Floor,Remixes 2,2010-03-19,8
3,2 Brothers On The 4th Floor,Remixes 3,2010-03-19,8
4,2 Brothers On The 4th Floor,2,2006-09-07,14
6,2 Brothers On The 4th Floor,Dreams,1994-09-02,10
8,2 Brothers On The 4th Floor,Come Take My Hand (Ran-D Remix),2022-06-30,1
9,2 Brothers On The 4th Floor,Come Take My Hand (Twisted Mindz & Anklebreaker Remix),2022-06-29,2
10,2 Brothers On The 4th Floor,Fairytales (Re-Style Remix),2022-03-18,1
11,2 Brothers On The 4th Floor,Come Take My Hand (Dj Norman X Billy The Kit X Housewerk 2019 Remix),2019-08-22,1
12,2 Brothers On The 4th Floor,Never Alone (Re-Style Remix),2019-02-22,1
14,2 Brothers On The 4th Floor,Come Take My Hand (The Viper Remix),2015-05-22,1
15,2 Brothers On The 4th Floor,Fly (Jaz Von D Remix),2014-10-17,1
16,2 Brothers On The 4th Floor,Never Alone (Joeysuki & Jonathan Pitch Remixes),2014-10-17,2
18,2 Brothers On The 4th Floor,Never Alone (The Remixes),2014-07-21,2
19,2 Brothers On The 4th Floor,Never Alone Remixes,2009-12-16,5
0,Various Artists,Mdt Radio La Emisora Del Remember,2017-10-30,1
1,Various Artists,Techno Valencia Mix (The History) Back To The 90'S Vol. 3,2014-09-30,28
2,Various Artists,Techno Valencia Mix (The History) Back To The 90'S Vol. 2,2014-07-14,24
3,Various Artists,La Ruta Del Bakalao Vol. 4,2014-07-07,10
4,Various Artists,La Ruta Del Bakalao Vol. 2,2014-07-07,10
5,Various Artists,Mdt Radio Hits: Los Nº1 De La Emisora Del Remember Mix,2014-06-23,27
7,Various Artists,"Send Me An Angel: The Best 90'S Club Remixes Of House, Trance And Techno",2014-05-20,25
8,Various Artists,"Dance, Dance, Dance",2013-06-11,20
9,Various Artists,"Sardinia Pride Compilation, Vol. 2 (Orgoglio Sardo)",2012-06-22,10
10,Newton,The Album - Jimmy Fallon Pepsi Comercial Song - 90'S Top Hit,2010-05-14,12
11,Various Artists,Remember 90'S Vol.1,2009-05-20,10
12,Various Artists,Techno Valencia - El Mejor Techno De Los 90,2009-05-12,15
13,Various Artists,Años 90'S Vol.1 - Lo Mejor De Los 90,2009-04-21,10
0,Tiësto,Drive,2023-04-21,12
1,Tiësto,The London Sessions,2020-05-15,13
3,Tiësto,Together,2019-04-26,9
5,Tiësto,"Clublife, Vol. 5: China",2017-11-10,36
6,Tiësto,Aftr:Hrs (Mixed By Tiësto),2016-12-23,14
7,Tiësto,A Town Called Paradise (Japan Special Edition),2016-09-02,20
8,Tiësto,Elements Of Life Remixed (Extended Mixes),2016-02-26,25
9,Tiësto,"Club Life, Vol. 4 - New York City",2015-05-18,18
11,Tiësto,A Town Called Paradise,2014-06-16,14
13,Tiësto,A Town Called Paradise (Deluxe),2014-06-13,18
14,Tiësto,"Club Life, Vol. 3 - Stockholm",2013-06-11,16
15,Tiësto,Club Life Volume Two Miami,2012-04-24,17
16,Tiësto,Club Life - Volume 2 Miami,2012-04-24,17
17,Tiësto,Club Life: Vol. Two Miami,2012-04-23,16
18,Tiësto,Kiss From The Past,2011-07-11,14
19,Tiësto,Club Life - Volume One Las Vegas (Continuous Dj Mix),2011-04-05,15
0,Naeleck,Virtual Gaming Remixes,2021-07-09,10
1,Timmy Trumpet,Dom Dom Yes Yes,2023-03-31,1
2,VINAI,The Sinner,2023-03-10,2
3,Naeleck,Christmas Kaboom,2022-11-25,2
4,Naeleck,Dark Is All I See (Coone Remix),2022-11-18,1
5,Naeleck,Dark Is All I See (Mahyaar Remix),2022-11-11,1
6,NLCK,Swan Lake,2022-10-28,1
7,Naeleck,Creep (Hardstyle Remix),2022-09-30,2
8,Naeleck,Creep (Byor Remix),2022-09-16,2
9,Naeleck,Final Boss (Modestep Remix),2022-08-12,1
10,Naeleck,Creep,2022-06-03,2
11,Naeleck,All My Heroes (The Toxic Avenger Remix),2022-02-25,1
12,Naeleck,All My Heroes (Curbi Remix),2022-02-18,2
13,Cö Shu Nie,Sakura Burst (Naeleck Remix) - Sacra Beats Singles,2022-02-11,1
14,amazarashi,境界線 (Naeleck Remix) - Sacra Beats Singles,2022-01-14,1
15,Naeleck,Dark Is All I See,2021-10-29,2
16,Naeleck,Stay,2021-09-24,1
17,Naeleck,Final Boss,2021-07-30,1
18,Naeleck,Virtual Gaming (Gammer Remix),2021-03-26,1
19,Naeleck,Virtual Gaming (Tokyo Machine Remix),2021-02-19,1
0,Inner Circle,Tenement Yard Riddim,2015-04-21,8
1,Inner Circle,Everything Is Great,2014-01-01,20
2,Inner Circle,Dubets - Wicked Combinations,2012-12-04,8
3,Inner Circle,Dub Planet-X (Feat Touter),2012-08-21,8
4,Inner Circle,Blazzin' Fire,2010-12-14,13
5,Inner Circle,State Of Da World,2009-08-25,15
6,Inner Circle,Big Tings,2005,12
7,Inner Circle,Kool Operator,2002,14
8,Inner Circle,Speak My Language,1998,12
9,Inner Circle,Da Bomb,1997,14
11,Inner Circle,Heavyweight Dub - Killer Dub,1978-06-27,19
12,Inner Circle,Ready For The World,1977-01-01,9
13,Inner Circle,Reggae Thing,1976-01-01,10
14,DAAZ,La Pipa De La Paz,2023-04-20,1
15,Inner Circle,One Step Ahead,2023-02-10,1
16,Inner Circle,Beat Down Babylon,2023-01-06,1
18,Inner Circle,Chocolate,2022-11-18,1
19,Inner Circle,Riches Wii A Pree (Remix),2022-09-16,1
0,DJ Sammy,The Rise,2005-12-22,14
3,DJ Sammy,Sunlight,2003-09-09,10
4,DJ Sammy,Heaven,2003-03-16,13
7,DJ Sammy,Greatest - Dj Sammy,2002,12
8,DJ Sammy,Life Is Just A Game,1998-06-29,15
11,DJ Sammy,Oxygen,2023-02-03,1
14,Alfreth Bennyamin Kambu,Cape Bertahan,2023-01-24,1
15,Special D.,Prince Of Love 2023,2022-12-16,1
18,DJ Sammy,Wish I Didn'T Miss You,2022-10-07,2
19,Helene Fischer,Liebe Ist Ein Tanz / Blitz,2022-07-22,4
0,Beam,Light Of Mystery,2021-06-04,6
1,Cascada,Like The Way I Do (Yanou'S Candlelight Mix),2020-03-06,1
2,Yanou,Bring On The Sun (Feat. Andreas Johnson),2014-05-26,3
3,Yanou,Bring On The Sun,2014-02-28,2
5,Yanou,25 Lightyears Away,2013-03-18,3
6,Yanou,25 Lightyears Away (Feat. Falco Luneau),2013-01-18,2
8,Yanou,On And On,2011-01-28,2
9,Yanou,Brighter Day,2009-09-26,20
10,DJ Sammy,Heaven (Feat. Do),2009-07-11,8
12,Yanou,Sun Is Shining 2K9,2009-07-03,6
14,Yanou,Children Of The Sun,2008-05-27,4
15,Yanou,A Girl Like You,2007-12-03,12
16,Yanou,Sun Is Shining,2007-11-20,15
18,Yanou,King Of My Castle (Feat. Liz),2007-06-18,5
0,Do,Momentum,2017-02-17,11
1,Do,Uncovered Studio Sessions,2015-02-03,10
2,Do,Drie Kleine Kleutertjes En Een Dappere Dodo,2014-02-12,14
3,Do,Bubbles & Bells,2012-12-01,12
4,Do,Zingen In Het Donker,2010-02-05,10
5,Do,Follow Me,2006-06-09,12
6,Do,Do,2004-06-25,13
7,Frenna,Hetzelfde,2023-04-20,1
8,Do,Een Eigen Huis (Nibc Direct Versie),2022-03-20,1
9,Do,Serenade,2021-03-21,1
10,Kav Verhouzer,Zweven (Kav Verhouzer Remix),2020-11-13,2
11,Kav Verhouzer,Zweven,2020-10-21,1
12,LÉVI,Wij Zijn Hier,2020-09-25,1
13,Wudstik,Als Ik De Weg Niet Kwijt Was,2020-08-28,1
14,Do,Deel Van Jou,2020-05-08,1
15,Josylvio,Stil In Mij (Verspijkerd),2019-12-12,1
16,Do,Gewoon Speciaal,2019-08-12,1
17,Do,"Kerstmis, Je Bent Welkom Hier",2017-11-24,1
18,Do,Sterker Dan Alleen,2017-07-31,1
19,Do,Zonder Jou (Titelsong Rokjesdag),2016-03-07,1
0,Eurythmics,Peace,1999-10-19,11
4,Eurythmics,Peace (2018 Remastered),1999-10-19,11
5,Eurythmics,We Too Are One,1989-09-11,15
10,Eurythmics,We Too Are One (Remastered),1989-09-11,10
11,Eurythmics,Savage,1987-11-09,12
15,Eurythmics,Savage (2018 Remastered),1987-11-09,12
16,Eurythmics,Revenge,1986-06-30,16
19,Eurythmics,Revenge (2018 Remastered),1986-06-30,10
0,Annie Lennox,A Christmas Cornucopia (10Th Anniversary),2020-11-20,13
1,Annie Lennox,Lepidoptera,2019-05-24,4
2,Annie Lennox,Nostalgia,2014-10-21,12
3,Annie Lennox,A Christmas Cornucopia,2010-01-01,12
4,Annie Lennox,Songs Of Mass Destruction,2007-11-03,11
6,Annie Lennox,Bare,2003-06-02,11
7,Annie Lennox,Dance Vault Mixes - Pavement Cracks,2003-04-23,7
8,Eurythmics,Peace,1999-10-19,11
12,Eurythmics,Peace (2018 Remastered),1999-10-19,11
13,Annie Lennox,Medusa,1995,10
14,Annie Lennox,Diva,1992-04-02,11
15,Eurythmics,We Too Are One,1989-09-11,15
19,Eurythmics,We Too Are One (Remastered),1989-09-11,10
0,Dave Stewart,Ebony Mcqueen,2022-05-20,26
1,Dave Stewart,Amitié,2020-07-17,9
2,Dave Stewart,"Nashville Sessions - The Duets, Vol. 1",2017-08-25,11
3,Dave Stewart,Live At Rockpalast (Live Cologne 1990),2016-09-30,14
4,Dave Stewart,Spitballin',2016-06-24,12
5,Dave Stewart,Lucky Numbers (Bonus Track Version),2013-09-30,13
6,Dave Stewart,Lucky Numbers,2013-09-27,12
7,Dave Stewart,The Ringmaster General,2012-09-03,13
8,Dave Stewart,The Blackbird Diaries,2011-09-23,13
9,Dave Stewart,"The Dave Stewart Songbook, Vol. 1",2008-08-05,21
10,Mick Jagger,Alfie - Music From The Motion Picture,2004-01-01,15
12,Eurythmics,Peace,1999-10-19,11
16,Eurythmics,Peace (2018 Remastered),1999-10-19,11
17,Dave Stewart,Greetings From The Gutter,1995-02-17,11
18,Dave Stewart,Honest,1991-01-14,13
19,Dave Stewart,Dave Stewart And The Spiritual Cowboys,1990-01-14,14
0,DJ BoBo,Evolut30N (Evolution),2022-11-11,13
1,DJ BoBo,Evolut30N - Instrumentals,2022-11-10,13
2,DJ BoBo,Megamix,2020-04-10,29
3,DJ BoBo,Celebration Megamix,2020-04-03,11
4,DJ BoBo,Hits In The Mix,2020-04-03,15
5,DJ BoBo,Just For You Megamix,2020-04-03,9
6,DJ BoBo,Mystorial In The Mix,2020-04-03,11
7,DJ BoBo,Remixes & Unreleased Tracks,2020-04-03,22
8,DJ BoBo,Kaleidoluna,2018-09-21,13
9,DJ BoBo,Mystorial,2016-09-23,15
10,DJ BoBo,Dj Bobo Tour 2012 Chile,2015-04-27,20
11,DJ BoBo,Circus,2014-01-10,12
12,DJ BoBo,Reloaded,2013-11-12,14
14,DJ BoBo,The Hits (Live & Remixes),2013-06-14,11
15,DJ BoBo,Dancing Las Vegas - The Show (Live In Berlin),2012-08-24,12
16,DJ BoBo,Dancing Las Vegas,2011-11-25,13
17,DJ BoBo,Pirates Of Dance (The 10Th Album),2011-06-29,12
18,DJ BoBo,Fantasy,2010-02-26,13
19,DJ BoBo,Dance With Me,2008-05-24,11
0,Black Rose,Rosiloa Hits & Remixes,2005-01-01,17
1,Black Rose,Kila...?,2002-01-01,12
2,Black Rose,Voices Of Nature,2000-01-01,11
3,Koolaidbabiii,Hoop Dream,2021-10-31,8
4,Koolaidbabiii,G.H.E.T.T.O,2021-07-04,15
5,Various Artists,Greatest Dance Hits Of All Time,2021-06-25,19
6,За горизонтом туман,Чёрный Amg,2021-03-25,1
7,Agent Blurr,Cuisine,2020-07-04,12
8,Mista Hotsixteen,Loud Silence,2020-06-24,11
9,Ssb Lilquan,Onenine Rose,2020-06-15,1
10,Big Stygs,Nighttime,2019-11-21,1
11,Various Artists,1994,2019-10-04,10
12,Various Artists,Sunday-Music Collection,2019-08-02,10
13,Various Artists,Boom Boom Hits Party,2019-04-05,12
14,Various Artists,90'S Power Hits (Vol. 1),2019-03-08,10
15,Various Artists,Plastika Vol. 1,2019-03-08,10
16,Various Artists,Gli Anni '90 - The History Of Dance Music (Vol. 4),2019-03-08,10
17,Various Artists,Here It Is Vol. 5 (The Most Wanted Tracks),2019-03-08,10
18,Various Artists,Halloween Party (90'S Dance),2019-03-08,10
19,Various Artists,The Best Years (Dance Music Louder Vol. 1),2019-03-08,10
0,Culture Beat,Metamorphosis,1998-01-01,12
1,Culture Beat,Inside Out,1995-01-01,14
2,Culture Beat,Serenity,1993-01-01,14
3,Culture Beat,Horizon,1991-01-01,12
4,Culture Beat,Mr. Vain Recall,2009-07-24,4
5,Culture Beat,Your Love,2008-05-16,6
6,Culture Beat,Insanity,2001-01-01,5
7,Culture Beat,Rendez-Vous,1998-01-01,7
8,Culture Beat,You Belong,1998-01-01,7
9,Culture Beat,Pay No Mind,1996-01-01,6
10,Culture Beat,Take Me Away,1996-01-01,12
11,Culture Beat,Walk The Same Line,1996-01-01,8
12,Culture Beat,Crying In The Rain,1996-01-01,14
14,Culture Beat,Adelante!,1994-01-01,4
15,Culture Beat,Got To Get It,1994-01-01,11
16,Culture Beat,World In Your Hands,1994-01-01,8
17,Culture Beat,Anything,1993-01-01,9
18,Culture Beat,Mr. Vain,1993-01-01,8
19,Culture Beat,No Deeper Meaning,1991-01-01,6
0,Haddaway,Haddaway - Hit Mixes,2015-03-25,40
1,Haddaway,What Is Love - The Mixes,2015-01-27,22
2,Haddaway,All The Best (His Greatest Hits),2015-01-23,17
3,Haddaway,"Hitcollection, Vol. 2 (The Very Best)",2015-01-23,16
4,Haddaway,The Album (2Nd Edition),2015-01-16,14
5,Haddaway,Let'S Do It Now,2015-01-16,12
6,Haddaway,Pop Splits,2015-01-16,12
7,Haddaway,The Album,2015-01-16,12
8,Haddaway,The Drive,2015-01-15,12
9,Haddaway,The Hit Mixes,2013-11-29,36
10,Haddaway,Gotta Be,2011-11-04,21
12,Haddaway,All The Best,2011-06-01,17
13,Klaas,What Is Love 2K9,2009,10
14,Haddaway,The Album 2Nd Edition,2007-07-02,14
16,Haddaway,"Hit Collection, Vol. 1 (New Edition)",2004-02-07,16
17,Haddaway,"Hit Collection, Vol. 2: The Very Best",2004-02-07,16
18,Haddaway,Hit Collection Vol.1,2004,16
19,Haddaway,Hit Collection Vol.2 (The Very Best),2004,16
0,Ann Lee,The 12 Inch Singles,2022-11-25,16
1,Ann Lee,So Alive,2007-03-27,13
3,Ann Lee,Dreams,1999-09-16,12
4,Ann Lee,2 Times (Full Package),1998-12-15,11
5,Ann Lee,2 Times (Remastered 2023),2023-01-09,3
6,Ann Lee,2 Times (X-Mas Version),2022-11-25,3
7,Ann Lee,Ring My Bell (Ken Stewart Euro Mix),2020-08-27,2
9,Ann Lee,2 Times (Pochill Remix),2018-06-06,1
12,Ann Lee,2 People,2010-03-22,6
16,Ann Lee,2 Times (New Original Master - The Green Mixes),2007-07-16,8
17,Ann Lee,2 Times (New Original Master - The Purple Mixes),2007-07-16,8
18,Ann Lee,Catches Your Love,2007-03-13,7
19,Whigfield,Battle Mix (Whigfield Vs. Ann Lee),2003-12-01,3
